name,team,w,l,era,gs,g,sv,ip,h,er,hr,so,bb,whip,k/9,bb/9,fip,war,ra9-war,adp,playerid,so/bb,winpercentage,ranking
Cam Bedrosian,Angels,3.0,3.0,3.65,0.0,65.0,25.0,65.0,56.0,26.0,7.0,69.0,27.0,1.28,9.54,3.71,3.85,0.5,0.6,328.7,13360,2.5555555555555554,1.0,765
Jon Edwards,Padres,0.0,0.0,3.76,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.31,10.67,4.25,3.85,0.0,0.1,999.0,1483,0,0,1150
Greg Holland,,1.0,0.0,3.77,0.0,10.0,0.0,10.0,9.0,4.0,1.0,11.0,4.0,1.3,10.11,3.94,3.85,0.1,0.0,121.7,7196,2.75,0,949
Josh Lowey,,0.0,0.0,3.82,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.3,8.89,3.34,3.86,0.0,0.0,999.0,sa560990,0,0,1042
Mike Kickham,Giants,0.0,0.0,3.66,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.28,7.48,2.72,3.87,0.0,0.1,999.0,11618,0,0,1072
Joe Musgrove,Pirates,10.0,9.0,3.93,28.0,28.0,0.0,157.0,159.0,69.0,19.0,136.0,40.0,1.26,7.8,2.29,3.87,2.7,2.4,437.0,12970,3.4,1.1111111111111112,637
Alex Colome,Rays,3.0,3.0,3.71,0.0,65.0,34.0,65.0,60.0,27.0,8.0,63.0,22.0,1.26,8.74,3.01,3.87,0.5,0.6,112.8,6661,2.8636363636363638,1.0,683
Luiz Gohara,Braves,8.0,8.0,3.72,23.0,23.0,0.0,130.0,113.0,54.0,15.0,141.0,57.0,1.32,9.81,3.97,3.87,2.3,2.5,289.6,15166,2.473684210526316,1.0,781
Chris Rusin,Rockies,2.0,2.0,3.94,0.0,40.0,0.0,40.0,42.0,18.0,5.0,35.0,12.0,1.33,7.96,2.59,3.88,0.4,0.5,643.1,9895,2.9166666666666665,1.0,759
Dan Otero,Indians,2.0,2.0,3.82,0.0,45.0,0.0,45.0,48.0,19.0,5.0,32.0,11.0,1.31,6.34,2.19,3.89,0.4,0.4,999.0,7385,2.909090909090909,1.0,891
Trey Wingenter,Padres,0.0,0.0,3.76,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.35,9.63,4.2,3.89,0.0,0.1,999.0,sa659030,0,0,1190
Tyler Glasnow,Pirates,5.0,5.0,3.92,15.0,15.0,0.0,78.0,66.0,34.0,9.0,90.0,39.0,1.36,10.46,4.57,3.9,1.3,1.2,370.6,14374,2.3076923076923075,1.0,901
Tyler Duffey,Twins,2.0,2.0,3.94,0.0,40.0,0.0,40.0,40.0,18.0,5.0,37.0,10.0,1.25,8.22,2.32,3.9,0.3,0.3,671.8,13758,3.7,1.0,696
Justin Verlander,Astros,14.0,9.0,3.95,32.0,32.0,0.0,204.0,180.0,89.0,30.0,229.0,67.0,1.21,10.12,2.94,3.9,3.7,3.3,34.8,8700,3.417910447761194,1.5555555555555556,560
Phil Maton,Padres,3.0,3.0,3.83,0.0,65.0,4.0,65.0,58.0,28.0,8.0,70.0,24.0,1.27,9.71,3.38,3.9,0.4,0.3,611.0,18064,2.9166666666666665,1.0,702
Daniel Winkler,Braves,3.0,3.0,3.9,0.0,55.0,0.0,55.0,49.0,24.0,7.0,60.0,23.0,1.32,9.76,3.76,3.91,0.4,0.3,629.4,12237,2.608695652173913,1.0,787
Jenrry Mejia,Mets,0.0,0.0,3.88,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.33,9.12,3.6,3.91,0.0,0.1,999.0,8476,0,0,1107
Dillon Maples,Cubs,2.0,1.0,3.59,0.0,30.0,0.0,30.0,25.0,12.0,3.0,35.0,18.0,1.42,10.39,5.37,3.91,0.2,0.3,999.0,14672,1.9444444444444444,2.0,1063
Clay Holmes,Pirates,0.0,0.0,3.81,0.0,10.0,0.0,10.0,10.0,4.0,1.0,9.0,5.0,1.43,8.36,4.25,3.91,0.1,0.0,999.0,sa598167,1.8,0,1213
Alec Mills,Cubs,1.0,1.0,3.78,0.0,25.0,0.0,25.0,24.0,11.0,3.0,23.0,7.0,1.23,8.42,2.59,3.91,0.2,0.2,999.0,13834,3.2857142857142856,1.0,707
Jon Lester,Cubs,13.0,10.0,3.89,32.0,32.0,0.0,195.0,184.0,84.0,25.0,187.0,60.0,1.25,8.63,2.78,3.91,3.4,3.3,122.7,4930,3.1166666666666667,1.3,595
Bud Norris,,1.0,0.0,3.9,0.0,10.0,0.0,10.0,9.0,4.0,1.0,10.0,4.0,1.29,9.23,3.23,3.92,0.1,0.0,660.5,9492,2.5,0,864
Fabio Castillo,Dodgers,0.0,0.0,3.78,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.26,9.46,3.33,3.92,0.0,0.1,999.0,2826,0,0,983
Seth Frankoff,Cubs,0.0,0.0,3.78,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.29,9.0,3.42,3.92,0.0,0.1,999.0,11346,0,0,981
Reyes Moronta,Giants,1.0,1.0,3.71,0.0,20.0,0.0,20.0,17.0,8.0,2.0,22.0,10.0,1.33,9.98,4.51,3.93,0.1,0.1,999.0,14966,2.2,1.0,949
Zack Weiss,Reds,0.0,0.0,3.83,0.0,10.0,0.0,10.0,9.0,4.0,1.0,11.0,4.0,1.27,10.12,3.58,3.93,0.1,0.0,999.0,sa548466,2.75,0,858
Madison Younginer,Braves,0.0,0.0,3.82,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.36,9.27,4.08,3.93,0.0,0.1,999.0,10636,0,0,1111
Marcos Mateo,Padres,0.0,0.0,3.88,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.28,10.0,3.61,3.93,0.0,0.1,999.0,6869,0,0,1001
Michael Wacha,Cardinals,11.0,9.0,3.97,29.0,29.0,0.0,167.0,163.0,74.0,20.0,155.0,55.0,1.3,8.37,2.97,3.93,2.8,2.4,240.9,14078,2.8181818181818183,1.2222222222222223,656
Jose Jose,Marlins,0.0,0.0,3.82,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.33,8.95,3.66,3.94,0.0,0.1,999.0,sa506778,0,0,1054
Josh Lucas,Cardinals,1.0,1.0,3.89,0.0,25.0,0.0,25.0,24.0,11.0,3.0,23.0,9.0,1.31,8.34,3.17,3.94,0.2,0.1,999.0,11686,2.5555555555555554,1.0,803
Pat Neshek,Phillies,3.0,3.0,3.93,0.0,65.0,12.0,65.0,60.0,28.0,10.0,68.0,17.0,1.18,9.41,2.32,3.94,0.6,0.5,525.5,4682,4.0,1.0,602
Hunter Strickland,Giants,3.0,3.0,3.8,0.0,55.0,2.0,55.0,51.0,23.0,6.0,52.0,21.0,1.3,8.51,3.42,3.94,0.2,0.3,613.8,7836,2.4761904761904763,1.0,773
Kevin Shackelford,Reds,2.0,2.0,3.79,0.0,45.0,0.0,45.0,40.0,19.0,5.0,48.0,20.0,1.33,9.65,3.93,3.94,0.4,0.3,729.0,11012,2.4,1.0,847
Matt Albers,,1.0,1.0,3.94,0.0,15.0,0.0,15.0,15.0,7.0,2.0,14.0,5.0,1.32,8.29,3.1,3.95,0.1,0.1,633.0,4300,2.8,1.0,799
Jerry Blevins,Mets,2.0,2.0,3.79,0.0,45.0,0.0,45.0,39.0,19.0,6.0,50.0,19.0,1.3,10.02,3.82,3.95,0.3,0.3,657.3,7841,2.6315789473684212,1.0,803
Tyler Webb,Brewers,2.0,2.0,3.89,0.0,40.0,0.0,40.0,37.0,17.0,5.0,43.0,15.0,1.31,9.61,3.45,3.95,0.3,0.3,999.0,14974,2.8666666666666667,1.0,753
Jon Gray,Rockies,12.0,10.0,4.21,32.0,32.0,0.0,190.0,185.0,89.0,26.0,199.0,64.0,1.31,9.42,3.05,3.95,3.8,3.9,165.3,14916,3.109375,1.2,638
Mychal Givens,Orioles,3.0,3.0,3.9,0.0,65.0,8.0,65.0,56.0,28.0,9.0,74.0,25.0,1.26,10.27,3.49,3.96,0.6,0.6,405.0,10430,2.96,1.0,706
Blake Wood,Angels,2.0,2.0,3.73,0.0,40.0,0.0,40.0,36.0,17.0,4.0,39.0,17.0,1.33,8.82,3.81,3.96,0.3,0.3,741.0,1345,2.2941176470588234,1.0,862
Cory Gearrin,Giants,3.0,3.0,3.8,0.0,55.0,0.0,55.0,51.0,23.0,5.0,52.0,23.0,1.34,8.43,3.78,3.96,0.2,0.3,633.5,7947,2.260869565217391,1.0,870
Adrian Houser,Brewers,1.0,1.0,4.02,0.0,15.0,0.0,15.0,15.0,7.0,2.0,14.0,6.0,1.35,8.64,3.34,3.96,0.1,0.1,999.0,12718,2.3333333333333335,1.0,859
Joakim Soria,White Sox,3.0,3.0,3.86,0.0,65.0,5.0,65.0,59.0,28.0,8.0,68.0,26.0,1.31,9.45,3.62,3.96,0.5,0.5,461.3,6941,2.6153846153846154,1.0,766
Oliver Drake,Brewers,2.0,2.0,4.0,0.0,45.0,0.0,45.0,41.0,20.0,5.0,50.0,20.0,1.36,9.9,4.01,3.97,0.4,0.3,999.0,8823,2.5,1.0,882
Zach McAllister,Indians,2.0,2.0,3.96,0.0,35.0,0.0,35.0,32.0,15.0,5.0,37.0,13.0,1.27,9.47,3.27,3.97,0.3,0.3,702.0,2895,2.8461538461538463,1.0,732
Matt Barnes,Red Sox,2.0,2.0,4.02,0.0,45.0,0.0,45.0,41.0,20.0,5.0,48.0,19.0,1.34,9.53,3.83,3.98,0.3,0.4,672.2,12863,2.526315789473684,1.0,851
Jose Alvarado,Rays,2.0,2.0,3.56,0.0,35.0,0.0,35.0,29.0,14.0,3.0,40.0,21.0,1.41,10.39,5.36,3.98,0.2,0.4,559.4,17780,1.9047619047619047,1.0,1080
Ryne Stanek,Rays,2.0,2.0,3.78,0.0,45.0,0.0,45.0,38.0,19.0,5.0,50.0,21.0,1.32,10.02,4.21,3.98,0.3,0.4,668.2,15947,2.380952380952381,1.0,879
Trevor May,Twins,1.0,1.0,4.02,0.0,15.0,0.0,15.0,14.0,7.0,2.0,16.0,5.0,1.25,9.49,2.95,3.98,0.1,0.1,656.5,6398,3.2,1.0,724
Derek Law,Giants,2.0,2.0,3.86,0.0,40.0,0.0,40.0,38.0,17.0,4.0,36.0,14.0,1.31,8.06,3.26,3.99,0.2,0.2,722.0,13133,2.5714285714285716,1.0,813
Trevor Cahill,,3.0,3.0,3.97,0.0,65.0,0.0,65.0,61.0,29.0,7.0,65.0,28.0,1.37,8.97,3.91,3.99,0.4,0.4,586.5,6249,2.3214285714285716,1.0,873
Jose Flores,Giants,0.0,0.0,3.86,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.34,7.58,3.31,3.99,0.0,0.0,999.0,sa503583,0,0,1314
Josh Lueke,Rays,0.0,0.0,3.87,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.26,8.6,2.85,3.99,0.0,0.1,999.0,5722,0,0,1181
Edgar Santana,Pirates,1.0,1.0,3.99,0.0,25.0,0.0,25.0,24.0,11.0,3.0,23.0,9.0,1.35,8.16,3.31,3.99,0.1,0.1,999.0,17355,2.5555555555555554,1.0,843
Ryan Sherriff,Cardinals,2.0,1.0,3.82,0.0,30.0,0.0,30.0,30.0,13.0,3.0,26.0,12.0,1.37,7.8,3.49,3.99,0.2,0.2,999.0,12249,2.1666666666666665,2.0,882
Zack Godley,Diamondbacks,7.0,6.0,4.05,19.0,19.0,0.0,113.0,109.0,51.0,13.0,108.0,44.0,1.35,8.64,3.47,4.0,1.9,1.9,135.6,14862,2.4545454545454546,1.1666666666666667,758
Luis Garcia,Phillies,3.0,3.0,3.88,0.0,55.0,0.0,55.0,52.0,24.0,6.0,53.0,25.0,1.4,8.75,4.13,4.0,0.4,0.3,624.8,6984,2.12,1.0,954
Craig Stammen,Padres,2.0,3.0,3.99,0.0,55.0,2.0,55.0,54.0,24.0,6.0,50.0,20.0,1.34,8.11,3.2,4.0,0.3,0.1,654.6,7274,2.5,0.6666666666666666,841
Brent Honeywell,Rays,4.0,4.0,3.87,8.0,33.0,0.0,71.0,63.0,31.0,10.0,73.0,22.0,1.2,9.28,2.75,4.0,0.8,1.0,281.1,sa828706,3.3181818181818183,1.0,618
Giovanny Gallegos,Yankees,1.0,1.0,3.94,0.0,25.0,0.0,25.0,22.0,11.0,4.0,28.0,9.0,1.23,10.18,3.13,4.0,0.2,0.2,999.0,14986,3.111111111111111,1.0,702
Steve Cishek,Cubs,3.0,3.0,3.89,0.0,65.0,2.0,65.0,60.0,28.0,8.0,64.0,26.0,1.32,8.9,3.56,4.0,0.4,0.4,528.8,6483,2.4615384615384617,1.0,789
Johnny Cueto,Giants,11.0,10.0,3.87,29.0,29.0,0.0,179.0,176.0,77.0,21.0,151.0,51.0,1.26,7.58,2.55,4.0,2.5,2.6,153.3,6893,2.9607843137254903,1.1,665
Dario Alvarez,Cubs,1.0,0.0,3.74,0.0,10.0,0.0,10.0,8.0,4.0,1.0,12.0,5.0,1.3,10.65,4.3,4.01,0.1,0.1,999.0,14239,2.4,0,935
Taylor Williams,Brewers,1.0,1.0,4.09,0.0,30.0,0.0,30.0,28.0,14.0,4.0,33.0,13.0,1.36,10.04,3.95,4.01,0.2,0.1,999.0,14899,2.5384615384615383,1.0,887
Marc Rzepczynski,Mariners,2.0,2.0,3.73,0.0,40.0,0.0,40.0,38.0,17.0,3.0,37.0,19.0,1.43,8.38,4.35,4.01,0.2,0.3,999.0,6612,1.9473684210526316,1.0,1058
Sam Freeman,Braves,3.0,3.0,3.82,0.0,55.0,0.0,55.0,50.0,23.0,5.0,57.0,28.0,1.42,9.27,4.59,4.02,0.3,0.3,999.0,6832,2.0357142857142856,1.0,1013
Jesse Chavez,,1.0,0.0,3.98,0.0,10.0,0.0,10.0,10.0,4.0,1.0,10.0,3.0,1.26,8.73,2.62,4.02,0.1,0.0,743.0,5448,3.3333333333333335,0,743
Cory Mazzoni,Cubs,1.0,0.0,3.9,0.0,10.0,0.0,10.0,9.0,4.0,1.0,10.0,4.0,1.3,9.12,3.45,4.02,0.1,0.0,999.0,12537,2.5,0,840
Jason Gurka,Angels,0.0,0.0,3.71,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.29,8.09,3.16,4.02,0.0,0.1,999.0,8007,0,0,1212
Andrew Kittredge,Rays,3.0,3.0,3.84,0.0,55.0,0.0,55.0,50.0,23.0,7.0,54.0,19.0,1.27,8.8,3.17,4.02,0.3,0.5,671.1,12828,2.8421052631578947,1.0,707
Ian Thomas,Dodgers,0.0,0.0,3.8,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.29,8.89,3.34,4.02,0.0,0.1,999.0,13881,0,0,1196
Masahiro Tanaka,Yankees,12.0,9.0,3.98,29.0,29.0,0.0,176.0,172.0,78.0,27.0,169.0,40.0,1.21,8.61,2.06,4.02,3.3,3.1,107.8,15764,4.225,1.3333333333333333,561
Jeff Inman,Pirates,0.0,0.0,4.06,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.36,8.06,3.29,4.02,0.0,0.1,999.0,sa328057,0,0,1283
Kyle Fischer,Marlins,0.0,0.0,3.99,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.4,7.35,3.5,4.02,0.0,0.1,999.0,sa829490,0,0,1400
Wade LeBlanc,Pirates,0.0,0.0,3.93,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.28,7.73,2.41,4.02,0.0,0.1,999.0,5221,0,0,1216
Miles Mikolas,Cardinals,8.0,7.0,4.13,21.0,21.0,0.0,120.0,121.0,55.0,18.0,111.0,26.0,1.22,8.31,1.96,4.03,1.9,1.6,346.9,9803,4.269230769230769,1.1428571428571428,617
Duane Below,Marlins,0.0,0.0,3.95,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.28,7.15,2.34,4.03,0.0,0.1,999.0,3124,0,0,1278
Justin Grimm,Cubs,2.0,2.0,3.92,0.0,40.0,0.0,40.0,35.0,17.0,5.0,44.0,18.0,1.33,9.93,4.14,4.04,0.2,0.3,999.0,11720,2.4444444444444446,1.0,893
Aaron Loup,Blue Jays,3.0,2.0,3.86,0.0,55.0,0.0,55.0,51.0,24.0,6.0,54.0,23.0,1.34,8.81,3.7,4.04,0.4,0.5,999.0,10343,2.347826086956522,1.5,805
Brandon Kintzler,Nationals,3.0,3.0,4.0,0.0,55.0,2.0,55.0,59.0,24.0,6.0,39.0,16.0,1.37,6.45,2.6,4.04,0.3,0.3,465.7,9939,2.4375,1.0,950
Julian Merryweather,Indians,1.0,1.0,3.95,0.0,20.0,0.0,20.0,19.0,9.0,3.0,19.0,5.0,1.23,8.33,2.46,4.04,0.1,0.2,999.0,sa829363,3.8,1.0,723
Edward Paredes,Dodgers,1.0,1.0,3.76,0.0,15.0,0.0,15.0,13.0,6.0,2.0,16.0,6.0,1.29,9.87,3.85,4.04,0.1,0.1,999.0,4168,2.6666666666666665,1.0,842
Zac Rosscup,,1.0,0.0,3.93,0.0,10.0,0.0,10.0,9.0,4.0,1.0,12.0,4.0,1.28,10.38,3.73,4.04,0.1,0.0,999.0,9419,3.0,0,872
Austin Adams,Nationals,1.0,1.0,3.81,0.0,15.0,0.0,15.0,12.0,6.0,1.0,18.0,9.0,1.44,11.01,5.66,4.04,0.1,0.1,999.0,13801,2.0,1.0,1162
Ryan Pressly,Twins,2.0,2.0,4.1,0.0,35.0,0.0,35.0,34.0,16.0,4.0,34.0,13.0,1.33,8.79,3.35,4.04,0.2,0.3,644.4,7005,2.6153846153846154,1.0,819
Blake Cooper,Cubs,0.0,0.0,3.85,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.38,8.38,3.99,4.05,0.0,0.1,999.0,sa549089,0,0,1419
Blake Snell,Rays,10.0,9.0,3.8,28.0,28.0,0.0,157.0,137.0,66.0,18.0,163.0,71.0,1.33,9.37,4.09,4.05,2.4,2.8,218.4,13543,2.295774647887324,1.1111111111111112,794
Chad Gaudin,Giants,0.0,0.0,3.92,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.35,7.93,3.49,4.05,0.0,0.0,999.0,1783,0,0,1379
Adam Liberatore,Dodgers,1.0,0.0,3.81,0.0,10.0,0.0,10.0,9.0,4.0,1.0,10.0,4.0,1.29,9.37,3.55,4.05,0.0,0.0,999.0,10637,2.5,0,873
Jo-Jo Reyes,Marlins,0.0,0.0,3.97,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.35,6.91,2.85,4.05,0.0,0.1,999.0,5559,0,0,1402
Luis Castillo,Reds,9.0,8.0,3.99,24.0,24.0,0.0,144.0,135.0,64.0,20.0,143.0,47.0,1.27,8.95,2.93,4.05,2.4,2.3,107.7,15689,3.0425531914893615,1.125,619
Steven Matz,Mets,2.0,2.0,4.04,6.0,6.0,0.0,37.0,36.0,16.0,5.0,32.0,11.0,1.3,7.95,2.71,4.05,0.6,0.5,358.2,13361,2.909090909090909,1.0,778
Alex Claudio,Rangers,3.0,3.0,3.97,0.0,65.0,26.0,65.0,69.0,29.0,7.0,48.0,20.0,1.38,6.61,2.78,4.05,0.5,0.5,329.0,12890,2.4,1.0,943
Ryan Newell,Marlins,0.0,0.0,4.04,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.4,8.2,3.89,4.06,0.0,0.1,999.0,sa658029,0,0,1457
Shane Greene,Tigers,3.0,3.0,3.94,0.0,65.0,26.0,65.0,61.0,28.0,8.0,64.0,24.0,1.31,8.93,3.38,4.06,0.5,0.5,240.2,10756,2.6666666666666665,1.0,760
David Paulino,Astros,1.0,0.0,4.05,0.0,10.0,0.0,10.0,9.0,4.0,2.0,11.0,3.0,1.24,9.91,3.05,4.06,0.1,0.0,555.3,17418,3.6666666666666665,0,781
Jimmy Nelson,Brewers,4.0,4.0,4.31,11.0,11.0,0.0,66.0,65.0,32.0,8.0,65.0,23.0,1.34,8.93,3.15,4.06,1.1,0.9,293.5,10547,2.8260869565217392,1.0,759
John Gant,Cardinals,1.0,1.0,4.01,2.0,17.0,0.0,24.0,23.0,11.0,3.0,23.0,8.0,1.31,8.53,3.14,4.06,0.2,0.2,999.0,13684,2.875,1.0,795
Josh Osich,Giants,2.0,2.0,3.83,0.0,45.0,0.0,45.0,41.0,19.0,4.0,43.0,21.0,1.39,8.65,4.23,4.06,0.1,0.2,999.0,11528,2.0476190476190474,1.0,996
Colten Brewer,Padres,1.0,1.0,3.96,0.0,20.0,0.0,20.0,19.0,9.0,2.0,18.0,8.0,1.36,8.07,3.5,4.06,0.1,0.0,999.0,sa597829,2.25,1.0,919
Brian Duensing,Cubs,2.0,2.0,3.84,0.0,35.0,0.0,35.0,33.0,15.0,4.0,33.0,13.0,1.31,8.46,3.33,4.06,0.2,0.3,999.0,4064,2.5384615384615383,1.0,807
Taylor Rogers,Twins,3.0,3.0,4.0,0.0,55.0,0.0,55.0,54.0,24.0,7.0,50.0,18.0,1.32,8.15,3.01,4.06,0.4,0.4,573.0,13449,2.7777777777777777,1.0,763
Zach Phillips,Pirates,0.0,0.0,3.92,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.4,8.48,4.02,4.06,0.0,0.1,999.0,99,0,0,1463
Michael Tonkin,Twins,0.0,0.0,4.06,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.29,9.58,3.44,4.06,0.0,0.1,999.0,10315,0,0,1287
Wirfin Obispo,,0.0,0.0,3.98,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.25,10.1,3.4,4.07,0.0,0.1,999.0,sa530473,0,0,1241
Clayton Richard,Padres,10.0,12.0,3.94,31.0,31.0,0.0,191.0,205.0,84.0,19.0,140.0,62.0,1.39,6.57,2.91,4.07,2.8,2.4,529.8,3551,2.2580645161290325,0.8333333333333334,927
Yaisel Sierra,Dodgers,0.0,0.0,3.86,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.35,8.51,3.77,4.07,0.0,0.1,999.0,sa909930,0,0,1360
Trevor Oaks,Dodgers,1.0,1.0,3.99,2.0,2.0,0.0,9.0,10.0,4.0,1.0,7.0,2.0,1.29,6.95,2.32,4.08,0.1,0.2,727.3,sa829144,3.5,1.0,867
Matt Strahm,Padres,3.0,3.0,3.89,6.0,21.0,0.0,51.0,45.0,22.0,7.0,55.0,22.0,1.3,9.68,3.79,4.08,0.6,0.6,556.8,13799,2.5,1.0,808
Matt Grace,Nationals,2.0,2.0,3.95,0.0,35.0,0.0,35.0,36.0,15.0,3.0,27.0,13.0,1.41,6.97,3.37,4.08,0.2,0.2,999.0,11449,2.076923076923077,1.0,1026
Diego Castillo,Rays,1.0,1.0,3.88,0.0,20.0,0.0,20.0,18.0,9.0,2.0,20.0,8.0,1.32,8.82,3.63,4.08,0.1,0.2,706.5,sa822882,2.5,1.0,848
Brad Wieck,Padres,0.0,1.0,3.8,0.0,10.0,0.0,10.0,9.0,4.0,1.0,11.0,5.0,1.37,10.17,4.68,4.08,0.0,0.0,999.0,sa659424,2.2,0.0,1251
Jeremy Affeldt,Giants,0.0,0.0,3.82,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.39,6.73,3.46,4.08,0.0,0.1,999.0,583,0,0,1469
Sammy Solis,Nationals,1.0,1.0,3.92,0.0,25.0,0.0,25.0,23.0,11.0,3.0,25.0,11.0,1.36,9.07,3.96,4.08,0.1,0.2,999.0,11457,2.272727272727273,1.0,920
Andrew McKirahan,Braves,0.0,0.0,3.91,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.38,8.96,4.08,4.09,0.0,0.1,999.0,12870,0,0,1367
Nick Goody,Indians,3.0,2.0,3.95,0.0,55.0,2.0,55.0,46.0,24.0,8.0,63.0,22.0,1.24,10.39,3.52,4.09,0.3,0.5,618.8,13685,2.8636363636363638,1.5,691
Daniel Hudson,Pirates,3.0,3.0,4.04,0.0,65.0,3.0,65.0,61.0,29.0,8.0,64.0,27.0,1.36,8.79,3.74,4.09,0.3,0.2,636.8,7146,2.3703703703703702,1.0,859
Yohan Flande,Rockies,0.0,0.0,4.18,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.38,7.11,2.64,4.09,0.0,0.0,999.0,5057,0,0,1358
Michael Dimock,Padres,0.0,0.0,4.04,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.3,9.19,3.41,4.09,0.0,0.1,999.0,sa526011,0,0,1240
Spencer Patton,Cubs,0.0,0.0,3.94,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.33,9.92,4.13,4.09,0.0,0.1,999.0,12361,0,0,1336
Samuel Tuivailala,Cardinals,2.0,2.0,4.02,0.0,35.0,0.0,35.0,32.0,16.0,4.0,35.0,15.0,1.34,9.13,3.8,4.09,0.2,0.1,663.0,13485,2.3333333333333335,1.0,881
Brad Ziegler,Marlins,3.0,3.0,3.99,0.0,65.0,26.0,65.0,70.0,29.0,5.0,43.0,25.0,1.47,5.95,3.44,4.1,0.3,0.2,445.4,7293,1.72,1.0,1204
Pedro Baez,Dodgers,2.0,2.0,3.94,0.0,45.0,0.0,45.0,40.0,20.0,6.0,47.0,16.0,1.26,9.43,3.3,4.1,0.2,0.2,659.3,5420,2.9375,1.0,728
Curtis Partch,Pirates,0.0,0.0,4.07,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.4,9.15,4.26,4.11,0.0,0.1,999.0,1333,0,0,1430
Dustin Richardson,Dodgers,0.0,0.0,3.84,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.33,9.04,3.81,4.11,0.0,0.1,999.0,2548,0,0,1308
Nick Wittgren,Marlins,1.0,2.0,4.14,0.0,30.0,0.0,30.0,29.0,14.0,4.0,28.0,9.0,1.29,8.31,2.84,4.11,0.1,0.1,999.0,15594,3.111111111111111,0.5,790
Jacob Lindgren,Braves,0.0,0.0,3.91,0.0,10.0,0.0,10.0,9.0,4.0,1.0,11.0,5.0,1.43,9.73,4.86,4.11,0.0,0.0,999.0,16215,2.2,0,1307
Tiago Da Silva,,0.0,0.0,4.04,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.26,8.26,2.63,4.11,0.0,0.1,999.0,sa795086,0,0,1147
Jake Arrieta,,11.0,10.0,4.2,29.0,29.0,0.0,177.0,175.0,82.0,22.0,157.0,58.0,1.32,7.98,2.95,4.11,2.7,2.5,92.9,4153,2.706896551724138,1.1,715
Jordan Walden,Cardinals,0.0,0.0,4.11,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.36,9.65,4.21,4.11,0.0,0.1,999.0,3271,0,0,1334
Kyle Hendricks,Cubs,12.0,9.0,4.03,29.0,29.0,0.0,173.0,173.0,77.0,22.0,144.0,49.0,1.29,7.53,2.55,4.12,2.7,2.7,113.9,12049,2.938775510204082,1.3333333333333333,684
Hyun-Jin Ryu,Dodgers,9.0,7.0,3.98,24.0,24.0,0.0,133.0,131.0,59.0,17.0,117.0,41.0,1.29,7.92,2.74,4.12,1.9,1.8,342.1,14444,2.8536585365853657,1.2857142857142858,677
Matt Bowman,Cardinals,2.0,2.0,4.06,0.0,40.0,0.0,40.0,42.0,18.0,4.0,30.0,14.0,1.39,6.76,3.08,4.12,0.2,0.1,999.0,13528,2.142857142857143,1.0,1004
